start_id,end_id,type,label,comment
http://example.org/ontology#hasDate,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#supplies,supplies,http://www.w3.org/2000/01/rdf-schema#label,supplies,
http://example.org/pharma-supply-chain#Product/P015,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M003,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S027,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P005,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S020,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S025,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#produces,http://example.org/ontology#Product,http://www.w3.org/2000/01/rdf-schema#range,,
http://example.org/pharma-supply-chain#Product/P022,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S029,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M040,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F004,http://example.org/pharma-supply-chain#Product/P005,http://example.org/pharma-supply-chain#produces,,
http://example.org/pharma-supply-chain#Facility/F005,http://example.org/pharma-supply-chain#Material/M005,http://example.org/pharma-supply-chain#hasMaterial,,
http://example.org/pharma-supply-chain#Product/P042,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F001,http://example.org/pharma-supply-chain#Product/P001,http://example.org/pharma-supply-chain#produces,,
http://example.org/pharma-supply-chain#Supplier/S037,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P037,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M036,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S037,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P030,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M044,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasCertificationStatus,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S040,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P025,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#produces,Links a facility to a product they produce,http://www.w3.org/2000/01/rdf-schema#comment,,Links a facility to a product they produce
http://example.org/pharma-supply-chain#Product/P044,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S027,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#Facility,Facility,http://www.w3.org/2000/01/rdf-schema#label,Facility,
http://example.org/pharma-supply-chain#Facility/S011,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P050,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#locatedIn,http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F001,http://example.org/pharma-supply-chain#Material/M001,http://example.org/pharma-supply-chain#hasMaterial,,
http://example.org/pharma-supply-chain#Supplier/S006,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasAddress,Links an entity to its address,http://www.w3.org/2000/01/rdf-schema#comment,,Links an entity to its address
http://example.org/ontology#hasName,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasAddress,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M004,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P009,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S045,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M010,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#supplies,http://example.org/ontology#Supplier,http://www.w3.org/2000/01/rdf-schema#domain,,
http://example.org/ontology#hasName,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2000/01/rdf-schema#range,,
http://example.org/pharma-supply-chain#Product/P007,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasBatchSize,http://www.w3.org/2001/XMLSchema#decimal,http://www.w3.org/2000/01/rdf-schema#range,,
http://example.org/pharma-supply-chain#Product/P036,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P001,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S016,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S031,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S045,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasQuantity,Links a supply event to the quantity supplied,http://www.w3.org/2000/01/rdf-schema#comment,,Links a supply event to the quantity supplied
http://example.org/ontology#hasAddress,http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2000/01/rdf-schema#range,,
http://example.org/pharma-supply-chain#Product/P016,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P045,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P047,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#hasLocation,http://www.w3.org/2002/07/owl#DatatypeProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#produces,http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Supplier/S002,http://example.org/pharma-supply-chain#Material/M003,http://example.org/pharma-supply-chain#supplies,,
http://example.org/pharma-supply-chain#Supplier/S034,http://example.org/pharma-supply-chain#Supplier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M016,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S010,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/F003,http://example.org/pharma-supply-chain#Product/P003,http://example.org/pharma-supply-chain#produces,,
http://example.org/ontology#hasCertificationStatus,Links a supplier to its certification status,http://www.w3.org/2000/01/rdf-schema#comment,,Links a supplier to its certification status
http://example.org/pharma-supply-chain#Material/M015,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P049,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Material/M006,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Product/P021,http://example.org/pharma-supply-chain#Product,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/ontology#Product,Product,http://www.w3.org/2000/01/rdf-schema#label,Product,
http://example.org/pharma-supply-chain#Material/M007,http://example.org/pharma-supply-chain#Material,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
http://example.org/pharma-supply-chain#Facility/S040,http://example.org/pharma-supply-chain#Facility,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,,
